4024
tsu_15.rom|0x10000|0x8000|0xea912701
tsu_14.rom|0x18000|0x8000|0x46b2ad83
tsu_20.rom|0x20000|0x8000|0x17857ad2
tsu_19.rom|0x28000|0x8000|0xb5c82722
tsu_22.rom|0x30000|0x8000|0x5ee1ae6a
tsu_21.rom|0x38000|0x8000|0x98777006
63s141.18f|0x0000|0x0100|0xb58d0023  /* priority (not used */
bionicc2|bionicc.c
21
tsu_01b.rom|0x00000|0x8000|0xa9a6cafa
tsu_08.rom|0x00000|0x8000|0x9bf0b7a2  /* VIDEORAM (text layer tiles */
tsu_07.rom|0x00000|0x8000|0x9469efa4  /* SCROLL2 Layer Tiles */
tsu_06.rom|0x08000|0x8000|0x40bf0eb4
ts_12.rom|0x00000|0x8000|0xe4b4619e  /* SCROLL1 Layer Tiles */
ts_11.rom|0x08000|0x8000|0xab30237a
ts_17.rom|0x10000|0x8000|0xdeb657e4
ts_16.rom|0x18000|0x8000|0xd363b5f9
ts_13.rom|0x20000|0x8000|0xa8f5a004
ts_18.rom|0x28000|0x8000|0x3b36948c
ts_23.rom|0x30000|0x8000|0xbbfbe58a
ts_24.rom|0x38000|0x8000|0xf156e564
tsu_10.rom|0x00000|0x8000|0xf1180d02  /* Sprites */
tsu_09.rom|0x08000|0x8000|0x6a049292
tsu_15.rom|0x10000|0x8000|0xea912701
tsu_14.rom|0x18000|0x8000|0x46b2ad83
tsu_20.rom|0x20000|0x8000|0x17857ad2
tsu_19.rom|0x28000|0x8000|0xb5c82722
tsu_22.rom|0x30000|0x8000|0x5ee1ae6a
tsu_21.rom|0x38000|0x8000|0x98777006
63s141.18f|0x0000|0x0100|0xb58d0023  /* priority (not used */
topsecrt|bionicc.c
21
ts_01.rom|0x00000|0x8000|0x8ea07917
ts_08.rom|0x00000|0x8000|0x96ad379e  /* VIDEORAM (text layer tiles */
ts_07.rom|0x00000|0x8000|0x25cdf8b2  /* SCROLL2 Layer Tiles */
ts_06.rom|0x08000|0x8000|0x314fb12d
ts_12.rom|0x00000|0x8000|0xe4b4619e  /* SCROLL1 Layer Tiles */
ts_11.rom|0x08000|0x8000|0xab30237a
ts_17.rom|0x10000|0x8000|0xdeb657e4
ts_16.rom|0x18000|0x8000|0xd363b5f9
ts_13.rom|0x20000|0x8000|0xa8f5a004
ts_18.rom|0x28000|0x8000|0x3b36948c
ts_23.rom|0x30000|0x8000|0xbbfbe58a
ts_24.rom|0x38000|0x8000|0xf156e564
ts_10.rom|0x00000|0x8000|0xc3587d05  /* Sprites */
ts_09.rom|0x08000|0x8000|0x6b63eef2
ts_15.rom|0x10000|0x8000|0xdb8cebb0
ts_14.rom|0x18000|0x8000|0xe2e41abf
ts_20.rom|0x20000|0x8000|0xbfd1a695
ts_19.rom|0x28000|0x8000|0x928b669e
ts_22.rom|0x30000|0x8000|0x3fe05d9a
ts_21.rom|0x38000|0x8000|0x27a9bb7c
63s141.18f|0x0000|0x0100|0xb58d0023  /* priority (not used */
bking|bking2.c
19
dm_11.f13|0x0000|0x1000|0xd84fe4f7
dm_12.f11|0x1000|0x1000|0xe065bbe6
dm_13.f10|0x2000|0x1000|0xaac7cddd
dm_14.f8|0x3000|0x1000|0x1179d074
dm_15.f7|0x4000|0x1000|0xfda31475
dm_16.f5|0x5000|0x1000|0xb6c3c3ed
dm_17.f4|0x0000|0x1000|0x54840bc3
dm_18.d4|0x1000|0x1000|0x2abadd42
dm_10.a5|0x0000|0x1000|0xfe96dd67
dm_09.a7|0x1000|0x1000|0x80c675d7
dm_08.a8|0x2000|0x1000|0xd9bd6b60
dm_07.a10|0x3000|0x1000|0x65f7a0e4
dm_06.a11|0x4000|0x1000|0x00fdbafc
dm_05.a13|0x5000|0x1000|0x3e4fe925
dm_01.e10|0x0000|0x0800|0xe5663f0b  /* crow graphics */
dm_02.e7|0x0000|0x0800|0xfc9cec31  /* ball 1 graphics. Only the first 128 bytes used */
dm_02.e9|0x0000|0x0800|0xfc9cec31  /* ball 2 graphics. Only the first 128 bytes used */
dm04.c2|0x0000|0x0020|0x4cb5bd32  /* collision detection */
dm_03.d1|0x0000|0x0200|0x61b7a9ff  /* palette */
bking2|bking2.c
21
01.13f|0x0000|0x1000|0x078ada3f
02.11f|0x1000|0x1000|0xc37d110a
03.10f|0x2000|0x1000|0x2ba5c681
04.8f|0x3000|0x1000|0x8fad54e8
05.7f|0x4000|0x1000|0xb4de6b58
06.5f|0x5000|0x1000|0x9ac43b87
07.4f|0x6000|0x1000|0xb3ed40b7
08.2f|0x7000|0x1000|0x8fddb2e8
15|0x0000|0x1000|0xf045d0fe
16|0x1000|0x1000|0x92d50410
14.5a|0x0000|0x1000|0x52636a94
13.7a|0x1000|0x1000|0x6b9e0564
12.8a|0x2000|0x1000|0xc6d685d9
11.10a|0x3000|0x1000|0x2b949987
10.11a|0x4000|0x1000|0xeb96f948
09.13a|0x5000|0x1000|0x595e3dd4
17|0x0000|0x0800|0xe5663f0b  /* crow graphics */
18|0x0000|0x0800|0xfc9cec31  /* ball 1 graphics. Only the first 128 bytes used */
19|0x0000|0x0800|0xfc9cec31  /* ball 2 graphics. Only the first 128 bytes used */
mb7051.2c|0x0000|0x0020|0x4cb5bd32  /* collision detection */
82s141.2d|0x0000|0x0200|0x61b7a9ff  /* palette */
bladestl|bladestl.c
7
797t01.bin|0x10000|0x08000|0x89d7185d  /* fixed ROM */
797c02|0x08000|0x08000|0x65a331ea
797a05|0x000000|0x40000|0x5491ba28  /* tiles */
797a06|0x040000|0x40000|0xd055f5cc  /* sprites */
797a07|0x0000|0x0100|0x7aecad4e  /* sprites lookup table */
797a03|0x00000|0x80000|0x9ee1a542
797a04|0x80000|0x40000|0x9ac8ea4e
bladstle|bladestl.c
7
797e01|0x10000|0x08000|0xf8472e95  /* fixed ROM */
797c02|0x08000|0x08000|0x65a331ea
797a05|0x000000|0x40000|0x5491ba28  /* tiles */
797a06|0x040000|0x40000|0xd055f5cc  /* sprites */
797a07|0x0000|0x0100|0x7aecad4e  /* sprites lookup table */
797a03|0x00000|0x80000|0x9ee1a542
797a04|0x80000|0x40000|0x9ac8ea4e
blktiger|blktiger.c
19
blktiger.5e|0x00000|0x08000|0xa8f98f22  /* CODE */
blktiger.6e|0x10000|0x10000|0x7bef96e8  /* 0+1 */
blktiger.8e|0x20000|0x10000|0x4089e157  /* 2+3 */
blktiger.9e|0x30000|0x10000|0xed6af6ec  /* 4+5 */
blktiger.10e|0x40000|0x10000|0xae59b72e  /* 6+7 */
blktiger.1l|0x0000|0x8000|0x2cf54274
blktiger.2n|0x00000|0x08000|0x70175d78  /* characters */
blktiger.5b|0x00000|0x10000|0xc4524993  /* tiles */
blktiger.4b|0x10000|0x10000|0x7932c86f
blktiger.9b|0x20000|0x10000|0xdc49593a
blktiger.8b|0x30000|0x10000|0x7ed7a122
blktiger.5a|0x00000|0x10000|0xe2f17438  /* sprites */
blktiger.4a|0x10000|0x10000|0x5fccbd27
blktiger.9a|0x20000|0x10000|0xfc33ccc6
blktiger.8a|0x30000|0x10000|0xf449de01
mb7114e.8j|0x0000|0x0100|0x29b459e5
mb7114e.9j|0x0100|0x0100|0x8b741e66
mb7114e.11k|0x0200|0x0100|0x27201c75
mb7114e.11l|0x0300|0x0100|0xe5490b68
bktigerb|blktiger.c
19
btiger1.f6|0x00000|0x08000|0x9d8464e8  /* CODE */
blktiger.6e|0x10000|0x10000|0x7bef96e8  /* 0+1 */
btiger3.j6|0x20000|0x10000|0x52c56ed1  /* 2+3 */
blktiger.9e|0x30000|0x10000|0xed6af6ec  /* 4+5 */
blktiger.10e|0x40000|0x10000|0xae59b72e  /* 6+7 */
blktiger.1l|0x0000|0x8000|0x2cf54274
blktiger.2n|0x00000|0x08000|0x70175d78  /* characters */
blktiger.5b|0x00000|0x10000|0xc4524993  /* tiles */
blktiger.4b|0x10000|0x10000|0x7932c86f
blktiger.9b|0x20000|0x10000|0xdc49593a
blktiger.8b|0x30000|0x10000|0x7ed7a122
blktiger.5a|0x00000|0x10000|0xe2f17438  /* sprites */
blktiger.4a|0x10000|0x10000|0x5fccbd27
blktiger.9a|0x20000|0x10000|0xfc33ccc6
blktiger.8a|0x30000|0x10000|0xf449de01
mb7114e.8j|0x0000|0x0100|0x29b459e5
mb7114e.9j|0x0100|0x0100|0x8b741e66
mb7114e.11k|0x0200|0x0100|0x27201c75
mb7114e.11l|0x0300|0x0100|0xe5490b68
blkdrgon|blktiger.c
19
blkdrgon.5e|0x00000|0x08000|0x27ccdfbc  /* CODE */
blkdrgon.6e|0x10000|0x10000|0x7d39c26f  /* 0+1 */
blkdrgon.8e|0x20000|0x10000|0xd1bf3757  /* 2+3 */
blkdrgon.9e|0x30000|0x10000|0x4d1d6680  /* 4+5 */
blkdrgon.10e|0x40000|0x10000|0xc8d0c45e  /* 6+7 */
blktiger.1l|0x0000|0x8000|0x2cf54274
blkdrgon.2n|0x00000|0x08000|0x3821ab29  /* characters */
blkdrgon.5b|0x00000|0x10000|0x22d0a4b0  /* tiles */
blkdrgon.4b|0x10000|0x10000|0xc8b5fc52
blkdrgon.9b|0x20000|0x10000|0x9498c378
blkdrgon.8b|0x30000|0x10000|0x5b0df8ce
blktiger.5a|0x00000|0x10000|0xe2f17438  /* sprites */
blktiger.4a|0x10000|0x10000|0x5fccbd27
blktiger.9a|0x20000|0x10000|0xfc33ccc6
blktiger.8a|0x30000|0x10000|0xf449de01
mb7114e.8j|0x0000|0x0100|0x29b459e5
mb7114e.9j|0x0100|0x0100|0x8b741e66
mb7114e.11k|0x0200|0x0100|0x27201c75
mb7114e.11l|0x0300|0x0100|0xe5490b68
blkdrgnb|blktiger.c
19
j1-5e|0x00000|0x08000|0x97e84412  /* CODE */
blkdrgon.6e|0x10000|0x10000|0x7d39c26f  /* 0+1 */
j3-8e|0x20000|0x10000|0xf4cd0f39  /* 2+3 */
blkdrgon.9e|0x30000|0x10000|0x4d1d6680  /* 4+5 */
blkdrgon.10e|0x40000|0x10000|0xc8d0c45e  /* 6+7 */
blktiger.1l|0x0000|0x8000|0x2cf54274
j15-2n|0x00000|0x08000|0x852ad2b7  /* characters */
blkdrgon.5b|0x00000|0x10000|0x22d0a4b0  /* tiles */
j11-4b|0x10000|0x10000|0x053ab15c
blkdrgon.9b|0x20000|0x10000|0x9498c378
j13-8b|0x30000|0x10000|0x663d5afa
blktiger.5a|0x00000|0x10000|0xe2f17438  /* sprites */
blktiger.4a|0x10000|0x10000|0x5fccbd27
blktiger.9a|0x20000|0x10000|0xfc33ccc6
blktiger.8a|0x30000|0x10000|0xf449de01
mb7114e.8j|0x0000|0x0100|0x29b459e5
mb7114e.9j|0x0100|0x0100|0x8b741e66
mb7114e.11k|0x0200|0x0100|0x27201c75
mb7114e.11l|0x0300|0x0100|0xe5490b68
blmbycar|blmbycar.c
6
bc_rom7|0x000000|0x080000|0xe55ca79b
bc_rom8|0x080000|0x080000|0xcdf38c96
bc_rom9|0x100000|0x080000|0x0337ab3d
bc_rom10|0x180000|0x080000|0x5458917e
bc_rom1|0x040000|0x080000|0xac6f8ba1
bc_rom2|0x0c0000|0x080000|0xa4bc31bf
blmbycau|blmbycar.c
6
bc_rom7|0x000000|0x080000|0xe55ca79b
bc_rom8|0x080000|0x080000|0xcdf38c96
bc_rom9|0x100000|0x080000|0x0337ab3d
bc_rom10|0x180000|0x080000|0x5458917e
bc_rom1|0x040000|0x080000|0xac6f8ba1
bc_rom2|0x0c0000|0x080000|0xa4bc31bf
blockade|blockade.c
4
316-04.u2|0x1000|0x0400|0xa93833e9
316-03.u3|0x1400|0x0400|0x85960d3b
316-02.u29|0x0000|0x0100|0x409f610f
316-01.u43|0x0100|0x0100|0x41a00b28
comotion|blockade.c
6
316-07.u2|0x1000|0x0400|0x5b9bd054
316-08.u3|0x1400|0x0400|0x1a856042
316-09.u4|0x1800|0x0400|0x2590f87c
316-10.u5|0x1c00|0x0400|0xfb49a69b
316-06.u43|0x0000|0x0100|0x8f071297  /* Note: these are reversed */
316-05.u29|0x0100|0x0100|0x53fb8821
blasto|blockade.c
6
blasto.u2|0x1000|0x0400|0xec99d043
blasto.u3|0x1400|0x0400|0xbe333415
blasto.u4|0x1800|0x0400|0x1c889993
blasto.u5|0x1c00|0x0400|0xefb640cb
blasto.u29|0x0000|0x0200|0x4dd69499
blasto.u43|0x0200|0x0200|0x104051a4
hustle|blockade.c
6
3160016.u2|0x1000|0x0400|0xd983de7c
3160017.u3|0x1400|0x0400|0xedec9cb9
3160018.u4|0x1800|0x0400|0xf599b9c0
3160019.u5|0x1c00|0x0400|0x7794bc7e
3160020.u29|0x0000|0x0200|0x541d2c67
3160021.u43|0x0200|0x0200|0xb5083128
mineswpr|blockade.c
4
mineswee.h0p|0x1000|0x0400|0x5850a4ba
mineswee.l0p|0x1400|0x0400|0x05961379
mineswee.ums|0x0000|0x0200|0x0e1c5c37
mineswee.uls|0x0200|0x0200|0x3a4f66e1
blockhl|blockhl.c
3
973l02.e21|0x10000|0x08000|0xe14f849a
973d01.g6|0x0000|0x8000|0xeeee9d92
973a11.h10|0x0000|0x0100|0x46d28fe9  /* priority encoder (not used */
quarth|blockhl.c
3
973j02.e21|0x10000|0x08000|0x27a90118
973d01.g6|0x0000|0x8000|0xeeee9d92
973a11.h10|0x0000|0x0100|0x46d28fe9  /* priority encoder (not used */
blockout|blockout.c
3
bo29e3-0.bin|0x0000|0x8000|0x3ea01f78
bo29e2-0.bin|0x0000|0x20000|0x15c5a99d
mb7114h.25|0x0000|0x0100|0xb25bbda7  /* unknown */
blckout2|blockout.c
3
bo29e3-0.bin|0x0000|0x8000|0x3ea01f78
bo29e2-0.bin|0x0000|0x20000|0x15c5a99d
mb7114h.25|0x0000|0x0100|0xb25bbda7  /* unknown */
blckoutj|blockout.c
3
bo29e3-0.bin|0x0000|0x8000|0x3ea01f78
bo29e2-0.bin|0x0000|0x20000|0x15c5a99d
mb7114h.25|0x0000|0x0100|0xb25bbda7  /* unknown */
bloodbro|bloodbro.c
6
bb_07.bin|0x000000|0x08000|0x411b94e8
bb_05.bin|0x00000|0x10000|0x04ba6d19  /* characters */
bb_06.bin|0x10000|0x10000|0x7092e35b
bloodb.bk|0x00000|0x100000|0x1aa87ee6  /* Background+Foreground */
bloodb.obj|0x00000|0x100000|0xd27c3952  /* sprites */
bb_08.bin|0x00000|0x20000|0xdeb1b975
weststry|bloodbro.c
22
ws17.bin|0x000000|0x08000|0xe00a8f09
ws09.bin|0x00000|0x08000|0xf05b2b3e  /* characters */
ws11.bin|0x08000|0x08000|0x2b10e3d2
ws10.bin|0x10000|0x08000|0xefdf7c82
ws12.bin|0x18000|0x08000|0xaf993578
ws05.bin|0x00000|0x20000|0x007c8dc0  /* Background */
ws07.bin|0x20000|0x20000|0x0f0c8d9a
ws06.bin|0x40000|0x20000|0x459d075e
ws08.bin|0x60000|0x20000|0x4d6783b3
ws01.bin|0x80000|0x20000|0x32bda4bc  /* Foreground */
ws03.bin|0xa0000|0x20000|0x046b51f8
ws02.bin|0xc0000|0x20000|0xed9d682e
ws04.bin|0xe0000|0x20000|0x75f082e5
ws25.bin|0x00000|0x20000|0x8092e8e9  /* sprites */
ws26.bin|0x20000|0x20000|0xf6a1f42c
ws23.bin|0x40000|0x20000|0x43d58e24
ws24.bin|0x60000|0x20000|0x20a867ea
ws21.bin|0x80000|0x20000|0xe23d7296
ws22.bin|0xa0000|0x20000|0x7150a060
ws19.bin|0xc0000|0x20000|0xc5dd0a96
ws20.bin|0xe0000|0x20000|0xf1245c16
bb_08.bin|0x00000|0x20000|0xdeb1b975
skysmash|bloodbro.c
6
rom2|0x000000|0x08000|0x75b194cf
rom3|0x00000|0x10000|0xfbb241be  /* characters */
rom4|0x10000|0x10000|0xad3cde81
rom9|0x00000|0x100000|0xb0a5eecf  /* Background + Foreground */
rom10|0x00000|0x080000|0x1bbcda5d  /* sprites */
rom1|0x00000|0x20000|0xe69986f6
blstroid|blstroid.c
21
blstroid.snd|0x10000|0x4000|0xbaa8b5fe
blstroid.1l|0x000000|0x10000|0x3c2daa5b  /* playfield */
blstroid.1m|0x010000|0x10000|0xf84f0b97  /* playfield */
blstroid.3l|0x020000|0x10000|0xae5274f0  /* playfield */
blstroid.3m|0x030000|0x10000|0x4bb72060  /* playfield */
blstroid.5m|0x000000|0x10000|0x50e0823f  /* mo */
blstroid.6m|0x010000|0x10000|0x729de7a9  /* mo */
blstroid.8m|0x020000|0x10000|0x090e42ab  /* mo */
blstroid.10m|0x030000|0x10000|0x1ff79e67  /* mo */
blstroid.11m|0x040000|0x10000|0x4be1d504  /* mo */
blstroid.13m|0x050000|0x10000|0xe4409310  /* mo */
blstroid.14m|0x060000|0x10000|0x7aaca15e  /* mo */
blstroid.16m|0x070000|0x10000|0x33690379  /* mo */
blstroid.5n|0x080000|0x10000|0x2720ee71  /* mo */
blstroid.6n|0x090000|0x10000|0x2faecd15  /* mo */
blstroid.8n|0x0a0000|0x10000|0xf10e59ed  /* mo */
blstroid.10n|0x0b0000|0x10000|0x4d5fc284  /* mo */
blstroid.11n|0x0c0000|0x10000|0xa70fc6e6  /* mo */
blstroid.13n|0x0d0000|0x10000|0xf423b4f8  /* mo */
blstroid.14n|0x0e0000|0x10000|0x56fa3d16  /* mo */
blstroid.16n|0x0f0000|0x10000|0xf257f738  /* mo */
blstroi2|blstroid.c
21
blstroid.snd|0x10000|0x4000|0xbaa8b5fe
blstroid.1l|0x000000|0x10000|0x3c2daa5b  /* playfield */
blstroid.1m|0x010000|0x10000|0xf84f0b97  /* playfield */
blstroid.3l|0x020000|0x10000|0xae5274f0  /* playfield */
blstroid.3m|0x030000|0x10000|0x4bb72060  /* playfield */
blstroid.5m|0x000000|0x10000|0x50e0823f  /* mo */
blstroid.6m|0x010000|0x10000|0x729de7a9  /* mo */
blstroid.8m|0x020000|0x10000|0x090e42ab  /* mo */
blstroid.10m|0x030000|0x10000|0x1ff79e67  /* mo */
blstroid.11m|0x040000|0x10000|0x4be1d504  /* mo */
blstroid.13m|0x050000|0x10000|0xe4409310  /* mo */
blstroid.14m|0x060000|0x10000|0x7aaca15e  /* mo */
blstroid.16m|0x070000|0x10000|0x33690379  /* mo */
blstroid.5n|0x080000|0x10000|0x2720ee71  /* mo */
blstroid.6n|0x090000|0x10000|0x2faecd15  /* mo */
blstroid.8n|0x0a0000|0x10000|0xf10e59ed  /* mo */
blstroid.10n|0x0b0000|0x10000|0x4d5fc284  /* mo */
blstroid.11n|0x0c0000|0x10000|0xa70fc6e6  /* mo */
blstroid.13n|0x0d0000|0x10000|0xf423b4f8  /* mo */
blstroid.14n|0x0e0000|0x10000|0x56fa3d16  /* mo */
blstroid.16n|0x0f0000|0x10000|0xf257f738  /* mo */
blsthead|blstroid.c
21
blstroid.snd|0x10000|0x4000|0xbaa8b5fe
blstroid.1l|0x000000|0x10000|0x3c2daa5b  /* playfield */
blstroid.1m|0x010000|0x10000|0xf84f0b97  /* playfield */
blstroid.3l|0x020000|0x10000|0xae5274f0  /* playfield */
blstroid.3m|0x030000|0x10000|0x4bb72060  /* playfield */
blstroid.5m|0x000000|0x10000|0x50e0823f  /* mo */
blstroid.6m|0x010000|0x10000|0x729de7a9  /* mo */
blstroid.8m|0x020000|0x10000|0x090e42ab  /* mo */
blstroid.10m|0x030000|0x10000|0x1ff79e67  /* mo */
mol4.m12|0x040000|0x10000|0x571139ea  /* mo */
blstroid.13m|0x050000|0x10000|0xe4409310  /* mo */
blstroid.14m|0x060000|0x10000|0x7aaca15e  /* mo */
mol7.m16|0x070000|0x10000|0xd27b2d91  /* mo */
blstroid.5n|0x080000|0x10000|0x2720ee71  /* mo */
blstroid.6n|0x090000|0x10000|0x2faecd15  /* mo */
moh2.n8|0x0a0000|0x10000|0xa15e79e1  /* mo */
blstroid.10n|0x0b0000|0x10000|0x4d5fc284  /* mo */
moh4.n12|0x0c0000|0x10000|0x1a74e960  /* mo */
blstroid.13n|0x0d0000|0x10000|0xf423b4f8  /* mo */
blstroid.14n|0x0e0000|0x10000|0x56fa3d16  /* mo */
moh7.n16|0x0f0000|0x10000|0xa93cbbe7  /* mo */
blueprnt|blueprnt.c
12
1m|0x0000|0x1000|0xb20069a6
1n|0x1000|0x1000|0x4a30302e
1p|0x2000|0x1000|0x6866ca07
1r|0x3000|0x1000|0x5d3cfac3
1s|0x4000|0x1000|0xa556cac4
3u|0x0000|0x1000|0xfd38777a
3v|0x2000|0x1000|0x33d5bf5b
c3|0x0000|0x1000|0xac2a61bc
d3|0x1000|0x1000|0x81fe85d7
d17|0x0000|0x1000|0xa73b6483
d18|0x1000|0x1000|0x7d622550
d20|0x2000|0x1000|0x2fcb4f26
blueprnj|blueprnt.c
12
bp_01.bin|0x0000|0x1000|0x2e746693
bp_02.bin|0x1000|0x1000|0xa0eb0b8e
bp_03.bin|0x2000|0x1000|0xc34981bb
bp_04.bin|0x3000|0x1000|0x525e77b5
bp_05.bin|0x4000|0x1000|0x431a015f
3u|0x0000|0x1000|0xfd38777a
3v|0x2000|0x1000|0x33d5bf5b
bp_09.bin|0x0000|0x0800|0x43718c34
bp_08.bin|0x1000|0x0800|0xd3ce077d
bp_10.bin|0x0000|0x1000|0x83da108f
bp_11.bin|0x1000|0x1000|0xb440f32f
bp_12.bin|0x2000|0x1000|0x23026765
saturn|blueprnt.c
13
r1|0x0000|0x1000|0x18a6d68e
r2|0x1000|0x1000|0xa7dd2665
r3|0x2000|0x1000|0xb9cfa791
r4|0x3000|0x1000|0xc5a997e7
r5|0x4000|0x1000|0x43444d00
r6|0x5000|0x1000|0x4d4821f6
r7|0x0000|0x1000|0xdd43e02f
r8|0x2000|0x1000|0x7f9d0877
r10|0x0000|0x1000|0x35987d61
r9|0x1000|0x1000|0xca6a7fda
r11|0x0000|0x1000|0x6e4e6e5d
r12|0x1000|0x1000|0x46fc049e
r13|0x2000|0x1000|0x8b3e8c32
bogeyman|bogeyman.c
13
j20.c14|0x04000|0x04000|0xea90d637
j10.c15|0x08000|0x04000|0x0a8f218d
j00.c17|0x0c000|0x04000|0x5d486de9
j70.h15|0x00000|0x04000|0xfdc787bf  /* Characters */
j60.c17|0x08000|0x01000|0xcc03ceb2
j30.c9|0x00000|0x04000|0x41af81c0  /* Sprites */
j40.c7|0x04000|0x04000|0x8b438421
j50.c5|0x08000|0x04000|0xb507157f
j90.h12|0x00000|0x04000|0x46b2d4d0  /* Tiles */
j80.h13|0x04000|0x04000|0x77ebd0a4
ja0.h10|0x08000|0x01000|0xf2aa05ed
82s129.5k|0x0000|0x0100|0x4a7c5367  /* Colour prom 1 */
82s129.6k|0x0100|0x0100|0xb6127713  /* Colour prom 2 */
bombjack|bombjack.c
16
09_j01b.bin|0x0000|0x2000|0xc668dc30
10_l01b.bin|0x2000|0x2000|0x52a1e5fb
11_m01b.bin|0x4000|0x2000|0xb68a062a
12_n01b.bin|0x6000|0x2000|0x1d3ecee5
13.1r|0xc000|0x2000|0x70e0244d
01_h03t.bin|0x0000|0x2000|0x8407917d
03_e08t.bin|0x0000|0x1000|0x9f0470d5  /* chars */
04_h08t.bin|0x1000|0x1000|0x81ec12e6
05_k08t.bin|0x2000|0x1000|0xe87ec8b1
06_l08t.bin|0x0000|0x2000|0x51eebd89  /* background tiles */
07_n08t.bin|0x2000|0x2000|0x9dd98e9d
08_r08t.bin|0x4000|0x2000|0x3155ee7d
16_m07b.bin|0x0000|0x2000|0x94694097  /* sprites */
15_l07b.bin|0x2000|0x2000|0x013f58f2
14_j07b.bin|0x4000|0x2000|0x101c858d
02_p04t.bin|0x0000|0x1000|0x398d4a02
bombjac2|bombjack.c
16
09_j01b.bin|0x0000|0x2000|0xc668dc30
10_l01b.bin|0x2000|0x2000|0x52a1e5fb
11_m01b.bin|0x4000|0x2000|0xb68a062a
12_n01b.bin|0x6000|0x2000|0x1d3ecee5
13_r01b.bin|0xc000|0x2000|0xbcafdd29
01_h03t.bin|0x0000|0x2000|0x8407917d
03_e08t.bin|0x0000|0x1000|0x9f0470d5  /* chars */
04_h08t.bin|0x1000|0x1000|0x81ec12e6
05_k08t.bin|0x2000|0x1000|0xe87ec8b1
06_l08t.bin|0x0000|0x2000|0x51eebd89  /* background tiles */
07_n08t.bin|0x2000|0x2000|0x9dd98e9d
08_r08t.bin|0x4000|0x2000|0x3155ee7d
16_m07b.bin|0x0000|0x2000|0x94694097  /* sprites */
15_l07b.bin|0x2000|0x2000|0x013f58f2
14_j07b.bin|0x4000|0x2000|0x101c858d
02_p04t.bin|0x0000|0x1000|0x398d4a02
bosco|bosco.c
20
bos3_1.bin|0x0000|0x1000|0x96021267
bos1_2.bin|0x1000|0x1000|0x2d8f3ebe
bos1_3.bin|0x2000|0x1000|0xc80ccfa5
bos1_4b.bin|0x3000|0x1000|0xa3f7f4ab
bos1_5c.bin|0x0000|0x1000|0xa7c8e432
bos3_6.bin|0x1000|0x1000|0x4543cf82
2900.3e|0x0000|0x1000|0xd45a4911
5300.5d|0x0000|0x1000|0xa956d3c5
5200.5e|0x0000|0x1000|0xe869219c
prom.2d|0x0000|0x0100|0x9b69b543  /* dots */
bosco.6b|0x0000|0x0020|0xd2b96fb0  /* palette */
bosco.4m|0x0020|0x0100|0x4e15d59c  /* lookup table */
prom.1d|0x0120|0x0100|0xde2316c6  /* ?? */
prom.2r|0x0220|0x0020|0xb88d5ba9  /* ?? */
prom.7h|0x0240|0x0020|0x87d61353  /* ?? */
bosco.spr|0x0000|0x0100|0xee8ca3a8
prom.5c|0x0100|0x0100|0x77245b66  /* timing - not used */
4900.5n|0x0000|0x1000|0x09acc978
5000.5m|0x1000|0x1000|0xe571e959
5100.5l|0x2000|0x1000|0x17ac9511
boscoo|bosco.c
20
bos1_1.bin|0x0000|0x1000|0x0d9920e7
bos1_2.bin|0x1000|0x1000|0x2d8f3ebe
bos1_3.bin|0x2000|0x1000|0xc80ccfa5
bos1_4b.bin|0x3000|0x1000|0xa3f7f4ab
bos1_5c.bin|0x0000|0x1000|0xa7c8e432
2800.3h|0x1000|0x1000|0x31b8c648
2900.3e|0x0000|0x1000|0xd45a4911
5300.5d|0x0000|0x1000|0xa956d3c5
5200.5e|0x0000|0x1000|0xe869219c
prom.2d|0x0000|0x0100|0x9b69b543  /* dots */
bosco.6b|0x0000|0x0020|0xd2b96fb0  /* palette */
bosco.4m|0x0020|0x0100|0x4e15d59c  /* lookup table */
prom.1d|0x0120|0x0100|0xde2316c6  /* ?? */
prom.2r|0x0220|0x0020|0xb88d5ba9  /* ?? */
prom.7h|0x0240|0x0020|0x87d61353  /* ?? */
bosco.spr|0x0000|0x0100|0xee8ca3a8
prom.5c|0x0100|0x0100|0x77245b66  /* timing - not used */
4900.5n|0x0000|0x1000|0x09acc978
5000.5m|0x1000|0x1000|0xe571e959
5100.5l|0x2000|0x1000|0x17ac9511
boscoo2|bosco.c
20
bos1_1.bin|0x0000|0x1000|0x0d9920e7
bos1_2.bin|0x1000|0x1000|0x2d8f3ebe
bos1_3.bin|0x2000|0x1000|0xc80ccfa5
bos1_4.3k|0x3000|0x1000|0x7ebea2b8
bos1_5b.3j|0x0000|0x1000|0x3d6955a8
2800.3h|0x1000|0x1000|0x31b8c648
2900.3e|0x0000|0x1000|0xd45a4911
5300.5d|0x0000|0x1000|0xa956d3c5
5200.5e|0x0000|0x1000|0xe869219c
prom.2d|0x0000|0x0100|0x9b69b543  /* dots */
bosco.6b|0x0000|0x0020|0xd2b96fb0  /* palette */
bosco.4m|0x0020|0x0100|0x4e15d59c  /* lookup table */
prom.1d|0x0120|0x0100|0xde2316c6  /* ?? */
prom.2r|0x0220|0x0020|0xb88d5ba9  /* ?? */
prom.7h|0x0240|0x0020|0x87d61353  /* ?? */
bosco.spr|0x0000|0x0100|0xee8ca3a8
